OffspringID,InferredDad,InferredMum,Probability
MC22_A1056,*,#,1
MC22_A1064,*,#,1
MC22_A1072,*,#,1
MC22_A1080,MC19_RM101,MC19_F0038,1
MC22_A1088,MC19_M0560,MC19_F0573,1
MC22_A1096,MC19_RM005,MC19_F0100,1
MC22_A1097,MC19_M0208,MC19_F0243,1
MC22_A1105,*,#,1
MC22_A1113,MC19_M0155,MC19_F0546,1
MC22_A1121,MC19_M0121,MC19_F0470,1
MC22_A1129,MC19_M0408,MC19_F0485,1
MC22_A1137,MC19_M0891,MC19_F0106,1
MC22_A1145,MC19_M0473,#,1
MC22_A1153,MC19_RM067,MC19_F0057,1
MC22_A1161,MC19_RM086,MC19_F0381,1
MC22_A1169,MC19_RM035,MC19_F0211,1
MC22_A1177,MC19_RM102,MC19_F0658,1
MC22_A1185,MC19_M0087,MC19_F0425,1
MC22_A1098,*,MC19_F0502,1
MC22_A1106,*,#,1
MC22_A1114,*,MC19_F0308,1
MC22_A1122,MC19_M0299,MC19_F0504,1
MC22_A1130,MC19_RM064,MC19_F0075,1
MC22_A1138,MC19_M0087,MC19_F0425,1
MC22_A1146,MC19_RM048,MC19_F0676,1
MC22_A1154,MC19_M0537,MC19_F0895,1
MC22_A1162,MC19_RM074,MC19_F0888,1
MC22_A1170,MC19_RM056,MC19_F0096,1
MC22_A1178,MC19_RM047,MC19_F0673,1
MC22_A1186,MC19_RM080,MC19_F0149,1
MC22_A1099,MC19_M0041,MC19_F0972,1
MC22_A1107,MC19_RM113,#,1
MC22_A1115,MC19_RM069,MC19_F0595,1
MC22_A1123,MC19_M0556,MC19_F0935,1
MC22_A1131,MC19_RM015,MC19_F0187,1
MC22_A1139,MC19_M0034,MC19_F0892,1
MC22_A1147,MC19_RM100,MC19_F0549,1
MC22_A1155,MC19_RM074,MC19_F0888,1
MC22_A1163,MC19_M0423,MC19_F0909,1
MC22_A1171,MC19_RM031,MC19_F0006,1
MC22_A1179,MC19_RM112,MC19_F0972,1
MC22_A1187,MC19_RM111,MC19_F0441,1
MC22_A1100,MC19_M0589,MC19_F0215,1
MC22_A1108,MC19_M0473,#,1
MC22_A1116,MC19_M0497,MC19_F0547,1
MC22_A1124,MC19_M0304,MC19_F0187,1
MC22_A1132,MC19_M0475,MC19_F0292,1
MC22_A1140,MC19_M0161,MC19_F0014,1
MC22_A1148,MC19_RM071,MC19_F0428,1
MC22_A1156,MC19_M0193,MC19_F0333,1
MC22_A1164,*,#,1
MC22_A1172,MC19_M0831,MC19_F0096,1
MC22_A1180,MC19_M0301,MC19_F0367,1
MC22_A1188,MC19_RM071,MC19_F0428,1
MC22_A1101,MC19_RM018,MC19_F0918,1
MC22_A1109,MC19_M0831,MC19_F0096,1
MC22_A1117,MC19_RM005,MC19_F0100,1
MC22_A1125,MC19_RM105,MC19_F0404,1
MC22_A1133,MC19_M0600,MC19_F0029,1
MC22_A1141,MC19_M0423,MC19_F0909,1
MC22_A1149,MC19_M0330,MC19_F0451,1
MC22_A1157,MC19_RM083,MC19_F0268,1
MC22_A1165,MC19_M0271,MC19_F0922,1
MC22_A1173,MC19_M0882,MC19_F0944,1
MC22_A1181,MC19_M0569,MC19_F0595,1
MC22_A1189,MC19_M0516,MC19_F0455,1
MC22_A1102,MC19_M0560,MC19_F0573,1
MC22_A1110,*,#,1
MC22_A1118,MC19_RM014,MC19_F0529,1
MC22_A1126,MC19_M0423,MC19_F0909,1
MC22_A1134,*,#,1
MC22_A1142,MC19_RM020,MC19_F0459,1
MC22_A1150,MC19_M0693,MC19_F0268,1
MC22_A1158,MC19_M0374,MC19_F0036,1
MC22_A1166,MC19_RM056,MC19_F0096,1
MC22_A1174,MC19_RM044,MC19_F0977,1
MC22_A1182,*,#,1
MC22_A1190,MC19_RM004,MC19_F0177,1
MC22_A1103,MC19_RM012,#,1
MC22_A1111,*,MC19_F0347,1
MC22_A1119,MC19_M0353,MC19_F0461,1
MC22_A1127,MC19_M0366,MC19_F0338,1
MC22_A1135,MC19_M0827,MC19_F0063,1
MC22_A1143,MC19_RM101,MC19_F0038,1
MC22_A1151,MC19_M0295,MC19_F0182,1
MC22_A1159,*,#,1
MC22_A1167,MC19_RM056,MC19_F0096,1
MC22_A1175,MC19_M0913,MC19_F0529,1
MC22_A1183,MC19_RM075,MC19_F0346,1
MC22_A1191,MC19_RM074,MC19_F0888,1
MC22_A1104,MC19_RM074,MC19_F0888,1
MC22_A1112,MC19_RM088,MC19_F0372,1
MC22_A1120,MC19_M0319,MC19_F0989,1
MC22_A1128,MC19_RM014,MC19_F0529,1
MC22_A1136,MC19_M0827,MC19_F0063,1
MC22_A1144,*,#,1
MC22_A1152,MC19_RM081,MC19_F0402,1
MC22_A1160,MC19_M0654,MC19_F0673,1
MC22_A1168,*,#,1
MC22_A1176,MC19_M0094,MC19_F0903,1
MC22_A1184,MC19_M0600,MC19_F0029,1
MC22_A1192,MC19_M0128,MC19_F0372,1
MC22_A1193,MC19_M0932,MC19_F0999,1
MC22_A1201,MC19_M0250,MC19_F0428,1
MC22_A1209,MC19_RM010,MC19_F0922,1
MC22_A1217,MC19_RM052,MC19_F0014,1
MC22_A1225,MC19_RM013,MC19_F0251,1
MC22_A1233,MC19_M0899,MC19_F0138,1
MC22_A1241,MC19_M0250,MC19_F0428,1
MC22_A1249,*,#,1
MC22_A1257,MC19_RM038,MC19_F0944,1
MC22_A1265,MC19_RM106,MC19_F0488,1
MC22_A1273,MC19_RM107,#,1
MC22_A1281,*,#,1
MC22_A1194,MC19_RM038,MC19_F0944,1
MC22_A1202,MC19_M0997,MC19_F0918,1
MC22_A1210,MC19_RM018,MC19_F0918,1
MC22_A1218,MC19_RM088,MC19_F0372,1
MC22_A1226,MC19_M0062,MC19_F0459,1
MC22_A1234,MC19_M0518,MC19_F0192,1
MC22_A1242,*,#,1
MC22_A1250,MC19_RM013,MC19_F0251,1
MC22_A1258,*,#,1
MC22_A1266,MC19_RM001,MC19_F0992,1
MC22_A1274,MC19_RM057,MC19_F0242,1
MC22_A1282,MC19_RM065,MC19_F0142,1
MC22_A1195,MC19_M0541,MC19_F0251,1
MC22_A1203,MC19_M0329,MC19_F0988,1
MC22_A1211,MC19_M0473,#,1
MC22_A1227,MC19_RM030,MC19_F0338,1
MC22_A1235,MC19_M0541,MC19_F0251,1
MC22_A1243,MC19_RM024,MC19_F0587,1
MC22_A1251,MC19_M0473,#,1
MC22_A1259,*,#,1
MC22_A1267,MC19_RM080,MC19_F0149,1
MC22_A1275,MC19_M0304,MC19_F0187,1
MC22_A1283,MC19_M0190,MC19_F0219,1
MC22_A1196,MC19_RM004,MC19_F0177,1
MC22_A1204,MC19_RM095,MC19_F0120,1
MC22_A1212,MC19_RM057,MC19_F0242,1
MC22_A1220,MC19_M0659,MC19_F0593,1
MC22_A1228,*,MC19_F0951,1
MC22_A1236,MC19_RM108,MC19_F0321,1
MC22_A1244,MC19_M0162,MC19_F0177,1
MC22_A1252,MC19_RM105,MC19_F0404,1
MC22_A1260,MC19_M0423,MC19_F0909,1
MC22_A1268,MC19_M0193,MC19_F0333,1
MC22_A1276,MC19_M0319,MC19_F0989,1
MC22_A1284,MC19_RM078,MC19_F0536,1
MC22_A1197,MC19_RM084,MC19_F0425,1
MC22_A1205,MC19_M0508,MC19_F0308,1
MC22_A1213,MC19_RM111,MC19_F0441,1
MC22_A1229,MC19_M0891,MC19_F0106,1
MC22_A1237,MC19_RM020,MC19_F0459,1
MC22_A1245,MC19_M0049,MC19_F0933,1
MC22_A1253,MC19_RM046,MC19_F0146,1
MC22_A1261,MC19_RM070,MC19_F0215,1
MC22_A1269,MC19_RM053,MC19_F0547,1
MC22_A1277,MC19_RM024,MC19_F0587,1
MC22_A1285,MC19_M0920,MC19_F0658,1
MC22_A1198,*,#,1
MC22_A1206,MC19_M0589,MC19_F0215,1
MC22_A1214,MC19_RM099,MC19_F0912,1
MC22_A1222,MC19_RM061,MC19_F0078,1
MC22_A1230,MC19_RM060,MC19_F0892,1
MC22_A1238,MC19_RM046,MC19_F0146,1
MC22_A1246,MC19_RM059,MC19_F0455,1
MC22_A1254,MC19_RM070,MC19_F0215,1
MC22_A1262,MC19_RM046,MC19_F0146,1
MC22_A1270,MC19_M0155,MC19_F0546,1
MC22_A1278,MC19_RM075,MC19_F0346,1
MC22_A1286,MC19_RM049,MC19_F0004,1
MC22_A1199,MC19_M0516,MC19_F0455,1
MC22_A1207,MC19_M0104,MC19_F0073,1
MC22_A1215,MC19_M0374,MC19_F0036,1
MC22_A1223,MC19_M0831,MC19_F0096,1
MC22_A1231,MC19_M0408,MC19_F0485,1
MC22_A1239,MC19_M0531,MC19_F0078,1
MC22_A1247,MC19_M0208,MC19_F0243,1
MC22_A1255,MC19_M0899,MC19_F0138,1
MC22_A1263,*,#,1
MC22_A1271,MC19_M0958,#,1
MC22_A1279,MC19_M0246,MC19_F0010,1
MC22_A1287,*,#,1
MC22_A1200,MC19_M0154,MC19_F0536,1
MC22_A1208,MC19_RM015,MC19_F0187,1
MC22_A1216,MC19_M0408,MC19_F0485,1
MC22_A1224,MC19_RM074,MC19_F0888,1
MC22_A1232,MC19_M0958,#,1
MC22_A1240,*,#,1
MC22_A1248,MC19_RM107,#,1
MC22_A1256,MC19_M0513,MC19_F0867,1
MC22_A1264,MC19_M0366,MC19_F0338,1
MC22_A1272,MC19_M0465,MC19_F0436,1
MC22_A1280,MC19_M0094,MC19_F0903,1
MC22_A1288,MC19_RM030,MC19_F0338,1
MC22_A1289,MC19_M0465,MC19_F0436,1
MC22_A1297,MC19_M0208,MC19_F0243,1
MC22_A1305,MC19_M0508,MC19_F0308,1
MC22_A1313,*,#,1
MC22_A1321,MC19_M0250,MC19_F0428,1
MC22_A1329,MC19_RM088,MC19_F0372,1
MC22_A1337,MC19_RM045,MC19_F0147,1
MC22_A1345,MC19_RM122,MC19_F0277,0.5652
MC22_A1345,MC19_RM114,MC19_F0277,0.4348
MC22_A1353,MC19_M0475,MC19_F0292,1
MC22_A1361,MC19_RM003,MC19_F0578,1
MC22_A1369,MC19_M0896,#,1
MC22_A1377,MC19_M0353,MC19_F0461,1
MC22_A1290,*,#,1
MC22_A1298,MC19_RM013,MC19_F0251,1
MC22_A1314,MC19_M0423,MC19_F0909,1
MC22_A1322,MC19_M0342,MC19_F0472,1
MC22_A1330,MC19_RM004,MC19_F0177,1
MC22_A1338,*,MC19_F0308,1
MC22_A1346,MC19_RM103,MC19_F0333,1
MC22_A1354,*,#,1
MC22_A1362,MC19_M0155,MC19_F0546,1
MC22_A1370,MC19_M0558,MC19_F0995,1
MC22_A1378,MC19_RM084,MC19_F0425,1
MC22_A1291,*,#,1
MC22_A1299,*,#,1
MC22_A1307,MC19_M0681,MC19_F0038,1
MC22_A1315,MC19_RM009,MC19_F0504,1
MC22_A1323,MC19_M0190,MC19_F0219,1
MC22_A1331,MC19_M0518,MC19_F0192,1
MC22_A1339,*,#,1
MC22_A1347,MC19_M0831,MC19_F0096,1
MC22_A1355,MC19_RM011,MC19_F0461,1
MC22_A1363,MC19_RM065,MC19_F0142,1
MC22_A1371,*,#,1
MC22_A1379,*,#,1
MC22_A1292,*,#,1
MC22_A1300,MC19_RM056,MC19_F0096,1
MC22_A1308,*,#,1
MC22_A1316,*,#,1
MC22_A1324,MC19_RM014,MC19_F0529,1
MC22_A1332,MC19_M0659,MC19_F0593,1
MC22_A1340,MC19_M0423,MC19_F0909,1
MC22_A1348,MC19_RM001,MC19_F0992,1
MC22_A1356,MC19_M0827,MC19_F0063,1
MC22_A1364,MC19_RM014,MC19_F0529,1
MC22_A1372,MC19_RM045,MC19_F0147,1
MC22_A1380,MC19_M0094,MC19_F0903,1
MC22_A1293,MC19_M0827,MC19_F0063,1
MC22_A1301,*,MC19_F0219,1
MC22_A1309,MC19_M0907,MC19_F0240,1
MC22_A1317,MC19_M0659,MC19_F0593,1
MC22_A1325,MC19_RM035,MC19_F0211,1
MC22_A1333,MC19_M0976,#,1
MC22_A1341,MC19_M0831,MC19_F0096,1
MC22_A1349,MC19_RM058,MC19_F0243,1
MC22_A1357,MC19_M0914,MC19_F0004,1
MC22_A1365,MC19_RM003,MC19_F0578,1
MC22_A1373,MC19_M0920,MC19_F0658,1
MC22_A1381,MC19_M0896,#,1
MC22_A1294,MC19_RM059,MC19_F0455,1
MC22_A1302,MC19_RM066,MC19_F0895,1
MC22_A1310,*,MC19_F0506,1
MC22_A1318,MC19_RM103,MC19_F0333,1
MC22_A1326,MC19_RM013,MC19_F0251,1
MC22_A1334,MC19_M0682,MC19_F0980,1
MC22_A1342,MC19_RM049,MC19_F0004,1
MC22_A1350,*,#,1
MC22_A1358,MC19_RM095,MC19_F0120,1
MC22_A1366,MC19_RM084,MC19_F0425,1
MC22_A1374,MC19_RM025,MC19_F0264,1
MC22_A1382,MC19_RM021,MC19_F0029,1
MC22_A1295,MC19_M0244,MC19_F0211,1
MC22_A1303,MC19_RM100,MC19_F0549,1
MC22_A1311,MC19_RM099,MC19_F0912,1
MC22_A1319,MC19_RM007,MC19_F0106,1
MC22_A1327,MC19_RM097,MC19_F0980,1
MC22_A1335,*,MC19_F0472,1
MC22_A1343,MC19_M0913,MC19_F0529,1
MC22_A1351,MC19_M0113,MC19_F0147,1
MC22_A1359,MC19_RM004,MC19_F0177,1
MC22_A1367,MC19_M0104,MC19_F0073,1
MC22_A1375,MC19_RM097,MC19_F0980,1
MC22_A1383,MC19_M0654,MC19_F0673,1
MC22_A1296,MC19_M0041,MC19_F0972,1
MC22_A1304,MC19_M0900,MC19_F0006,1
MC22_A1312,MC19_RM007,MC19_F0106,1
MC22_A1320,MC19_RM015,MC19_F0187,1
MC22_A1328,MC19_M0541,MC19_F0251,1
MC22_A1336,MC19_RM043,MC19_F0390,1
MC22_A1344,MC19_RM011,MC19_F0461,1
MC22_A1352,*,MC19_F0308,1
MC22_A1360,MC19_M0516,MC19_F0455,1
MC22_A1368,MC19_M0173,MC19_F0912,1
MC22_A1376,MC19_RM081,MC19_F0402,1
MC22_A1384,MC19_M0319,MC19_F0989,1
MC22_A1385,*,MC19_F0957,1
MC22_A1393,MC19_RM014,MC19_F0529,1
MC22_A1401,MC19_RM095,MC19_F0120,1
MC22_A1409,MC19_RM049,MC19_F0004,1
MC22_A1417,MC19_M0920,MC19_F0658,1
MC22_A1425,MC19_RM079,MC19_F0073,1
MC22_A1433,MC19_RM065,MC19_F0142,1
MC22_A1441,MC19_RM048,MC19_F0676,1
MC22_A1449,MC19_RM074,MC19_F0888,1
MC22_A1457,MC19_RM103,MC19_F0333,1
MC22_A1465,MC19_RM015,MC19_F0187,1
MC22_A1473,MC19_M0161,MC19_F0014,1
MC22_A1386,MC19_RM017,MC19_F0988,1
MC22_A1394,*,#,1
MC22_A1410,MC19_RM078,MC19_F0536,1
MC22_A1418,MC19_RM023,#,1
MC22_A1426,MC19_M0654,MC19_F0673,1
MC22_A1434,MC19_M0891,MC19_F0106,1
MC22_A1442,MC19_M0208,MC19_F0243,1
MC22_A1450,*,#,1
MC22_A1458,MC19_RM035,MC19_F0211,1
MC22_A1466,MC19_RM112,MC19_F0972,1
MC22_A1474,*,#,1
MC22_A1387,MC19_M0244,MC19_F0211,1
MC22_A1395,MC19_RM054,MC19_F0470,1
MC22_A1403,MC19_RM076,MC19_F0436,1
MC22_A1411,MC19_RM110,MC19_F0903,1
MC22_A1419,MC19_M0304,MC19_F0187,1
MC22_A1427,MC19_M0121,MC19_F0470,1
MC22_A1435,MC19_RM006,MC19_F0367,1
MC22_A1443,MC19_M0564,MC19_F0149,1
MC22_A1451,MC19_RM068,MC19_F0994,1
MC22_A1459,MC19_M0958,#,1
MC22_A1467,MC19_RM072,MC19_F0573,1
MC22_A1475,*,#,1
MC22_A1388,MC19_M0162,MC19_F0177,1
MC22_A1396,MC19_M0516,MC19_F0455,1
MC22_A1404,*,MC19_F0347,1
MC22_A1412,MC19_RM052,MC19_F0014,1
MC22_A1420,MC19_M0246,MC19_F0010,1
MC22_A1428,MC19_RM009,MC19_F0504,1
MC22_A1436,*,#,1
MC22_A1444,MC19_M0361,MC19_F0481,1
MC22_A1452,MC19_M0900,MC19_F0006,1
MC22_A1460,MC19_M0827,MC19_F0063,1
MC22_A1468,MC19_RM053,MC19_F0547,1
MC22_A1476,MC19_M0247,MC19_F0381,1
MC22_A1389,MC19_M0533,MC19_F0321,1
MC22_A1397,MC19_M0113,MC19_F0147,1
MC22_A1405,MC19_M0162,MC19_F0177,1
MC22_A1413,MC19_RM015,MC19_F0187,1
MC22_A1421,MC19_M0304,MC19_F0187,1
MC22_A1429,MC19_M0068,MC19_F0390,1
MC22_A1437,MC19_RM035,MC19_F0211,1
MC22_A1445,MC19_M0659,MC19_F0593,1
MC22_A1453,MC19_M0313,MC19_F0539,1
MC22_A1461,MC19_M0079,MC19_F0502,1
MC22_A1469,MC19_RM003,MC19_F0578,1
MC22_A1477,MC19_RM054,MC19_F0470,1
MC22_A1390,*,#,1
MC22_A1398,MC19_RM073,MC19_F0063,1
MC22_A1406,MC19_M0827,MC19_F0063,1
MC22_A1414,MC19_RM026,MC19_F0347,1
MC22_A1422,MC19_M0155,MC19_F0546,1
MC22_A1430,MC19_M0374,MC19_F0036,1
MC22_A1438,MC19_RM059,MC19_F0455,1
MC22_A1446,MC19_M0508,MC19_F0308,1
MC22_A1454,MC19_M0304,MC19_F0187,1
MC22_A1462,*,#,1
MC22_A1470,MC19_M0896,#,1
MC22_A1478,MC19_RM067,MC19_F0057,1
MC22_A1391,MC19_M0564,MC19_F0149,1
MC22_A1399,MC19_RM009,MC19_F0504,1
MC22_A1407,MC19_RM035,MC19_F0211,1
MC22_A1415,MC19_M0113,MC19_F0147,1
MC22_A1423,MC19_RM012,#,1
MC22_A1431,MC19_RM001,MC19_F0992,1
MC22_A1439,MC19_RM094,MC19_F0163,1
MC22_A1447,MC19_RM059,MC19_F0455,1
MC22_A1455,MC19_RM074,MC19_F0888,1
MC22_A1463,MC19_M0827,MC19_F0063,1
MC22_A1471,MC19_M0374,MC19_F0036,1
MC22_A1479,MC19_M0313,MC19_F0539,1
MC22_A1392,MC19_M0062,MC19_F0459,1
MC22_A1400,MC19_RM067,MC19_F0057,1
MC22_A1408,MC19_RM012,#,1
MC22_A1416,MC19_M0161,MC19_F0014,1
MC22_A1424,MC19_RM009,MC19_F0504,1
MC22_A1432,MC19_RM027,MC19_F0192,1
MC22_A1440,*,#,1
MC22_A1448,MC19_M0968,MC19_F0404,1
MC22_A1456,MC19_RM014,MC19_F0529,1
MC22_A1464,MC19_M0355,MC19_F0402,1
MC22_A1472,MC19_M0976,#,1
MC22_A1480,MC19_M0569,MC19_F0595,1
MC22_A1481,MC19_RM043,MC19_F0390,1
MC22_A1489,MC19_M0121,MC19_F0470,1
MC22_A1497,MC19_M0682,MC19_F0980,1
MC22_A1505,MC19_M0162,MC19_F0177,1
MC22_A1513,MC19_M0560,MC19_F0573,1
MC22_A1521,MC19_M0058,MC19_F0264,1
MC22_A1529,MC19_RM105,MC19_F0404,1
MC22_A1537,MC19_M0958,#,1
MC22_A1545,MC19_M0958,#,1
MC22_A1553,MC19_RM098,MC19_F0485,1
MC22_A1561,MC19_RM003,MC19_F0578,1
MC22_A1569,*,#,1
MC22_A1482,MC19_RM004,MC19_F0177,1
MC22_A1490,MC19_M0891,MC19_F0106,1
MC22_A1498,MC19_M0247,MC19_F0381,1
MC22_A1506,MC19_RM040,MC19_F0416,1
MC22_A1514,MC19_M0569,MC19_F0595,1
MC22_A1522,MC19_M0896,#,1
MC22_A1530,MC19_M0246,MC19_F0010,1
MC22_A1538,*,MC19_F0292,1
MC22_A1546,*,MC19_F0292,1
MC22_A1554,MC19_RM075,MC19_F0346,1
MC22_A1562,MC19_M0041,MC19_F0972,1
MC22_A1570,MC19_M0682,MC19_F0980,1
MC22_A1483,MC19_RM105,MC19_F0404,1
MC22_A1491,MC19_M0304,MC19_F0187,1
MC22_A1499,MC19_RM040,MC19_F0416,1
MC22_A1507,MC19_M0600,MC19_F0029,1
MC22_A1515,MC19_M0571,MC19_F0994,1
MC22_A1523,*,#,1
MC22_A1531,MC19_RM008,MC19_F0964,1
MC22_A1539,MC19_RM075,MC19_F0346,1
MC22_A1547,MC19_RM075,MC19_F0346,1
MC22_A1555,MC19_M0691,MC19_F0326,1
MC22_A1563,MC19_M0475,MC19_F0292,1
MC22_A1484,*,#,1
MC22_A1492,MC19_RM006,MC19_F0367,1
MC22_A1500,MC19_RM081,MC19_F0402,1
MC22_A1508,*,#,1
MC22_A1516,MC19_M0221,MC19_F0277,1
MC22_A1524,MC19_M0246,MC19_F0010,1
MC22_A1532,MC19_RM103,MC19_F0333,1
MC22_A1540,MC19_M0827,MC19_F0063,1
MC22_A1548,MC19_M0827,MC19_F0063,1
MC22_A1556,MC19_RM054,MC19_F0470,1
MC22_A1564,MC19_M0221,MC19_F0277,1
MC22_A1572,*,#,1
MC22_A1485,MC19_M0174,MC19_F0416,1
MC22_A1493,MC19_RM007,MC19_F0106,1
MC22_A1501,MC19_M0319,MC19_F0989,1
MC22_A1509,MC19_RM013,MC19_F0251,1
MC22_A1517,*,#,1
MC22_A1525,MC19_M0193,MC19_F0333,1
MC22_A1533,MC19_RM022,MC19_F0989,1
MC22_A1541,MC19_M0950,MC19_F0441,1
MC22_A1549,MC19_M0950,MC19_F0441,1
MC22_A1557,MC19_M0654,MC19_F0673,1
MC22_A1565,*,#,1
MC22_A1573,MC19_M0058,MC19_F0264,1
MC22_A1486,MC19_M0113,MC19_F0147,1
MC22_A1494,MC19_RM040,MC19_F0416,1
MC22_A1502,MC19_M0900,MC19_F0006,1
MC22_A1510,MC19_RM015,MC19_F0187,1
MC22_A1518,MC19_M0304,MC19_F0187,1
MC22_A1526,MC19_RM085,MC19_F0326,1
MC22_A1534,MC19_M0246,MC19_F0010,1
MC22_A1542,MC19_RM100,MC19_F0549,1
MC22_A1550,MC19_RM100,MC19_F0549,1
MC22_A1558,MC19_RM075,MC19_F0346,1
MC22_A1574,*,#,1
MC22_A1487,MC19_RM056,MC19_F0096,1
MC22_A1495,*,#,1
MC22_A1503,MC19_RM015,MC19_F0187,1
MC22_A1511,MC19_M0589,MC19_F0215,1
MC22_A1519,MC19_RM067,MC19_F0057,1
MC22_A1527,MC19_RM109,MC19_F0999,1
MC22_A1535,MC19_RM110,MC19_F0903,1
MC22_A1543,MC19_RM045,MC19_F0147,1
MC22_A1551,MC19_RM045,MC19_F0147,1
MC22_A1559,MC19_M0541,MC19_F0251,1
MC22_A1567,MC19_M0161,MC19_F0014,1
MC22_A1575,MC19_RM103,MC19_F0333,1
MC22_A1488,MC19_RM099,MC19_F0912,1
MC22_A1496,MC19_RM012,#,1
MC22_A1504,MC19_RM033,#,1
MC22_A1512,MC19_RM049,MC19_F0004,1
MC22_A1520,MC19_M0997,MC19_F0918,1
MC22_A1528,MC19_M0015,MC19_F0888,1
MC22_A1536,MC19_M0121,MC19_F0470,1
MC22_A1544,MC19_M0682,MC19_F0980,1
MC22_A1552,MC19_M0682,MC19_F0980,1
MC22_A1560,*,MC19_F0957,1
MC22_A1568,MC19_M0113,MC19_F0147,1
MC22_A1576,MC19_RM005,MC19_F0100,1
MC22_A1673,MC19_M0589,MC19_F0215,1
MC22_A1681,MC19_M0560,MC19_F0573,1
MC22_A1689,MC19_RM049,MC19_F0004,1
MC22_A1697,MC19_RM110,MC19_F0903,1
MC22_A1705,MC19_M0465,MC19_F0436,1
MC22_A1713,MC19_M0128,MC19_F0372,1
MC22_A1721,MC19_M0907,MC19_F0240,1
MC22_A1729,MC19_M0827,MC19_F0063,1
MC22_A1674,MC19_RM072,MC19_F0573,1
MC22_A1682,MC19_RM098,MC19_F0485,1
MC22_A1690,MC19_M0900,MC19_F0006,1
MC22_A1698,MC19_RM105,MC19_F0404,1
MC22_A1706,MC19_M0423,MC19_F0909,1
MC22_A1714,*,MC19_F0308,1
MC22_A1722,MC19_M0882,MC19_F0944,1
MC22_A1730,MC19_M0560,MC19_F0573,1
MC22_A1738,MC19_RM083,MC19_F0268,1
MC22_A1746,MC19_M0513,MC19_F0867,1
MC22_A1754,*,#,1
MC22_A1762,MC19_M0094,MC19_F0903,1
MC22_A1675,MC19_M0516,MC19_F0455,1
MC22_A1683,MC19_RM008,MC19_F0964,1
MC22_A1691,*,#,1
MC22_A1699,MC19_RM106,MC19_F0488,1
MC22_A1707,MC19_RM055,MC19_F0546,1
MC22_A1715,MC19_M0015,MC19_F0888,1
MC22_A1723,*,MC19_F0347,1
MC22_A1731,MC19_RM056,MC19_F0096,1
MC22_A1739,MC19_M0062,MC19_F0459,1
MC22_A1747,MC19_M0250,MC19_F0428,1
MC22_A1755,MC19_RM006,MC19_F0367,1
MC22_A1763,MC19_M0537,MC19_F0895,1
MC22_A1676,MC19_M0056,MC19_F0977,1
MC22_A1684,MC19_M0827,MC19_F0063,1
MC22_A1692,*,#,1
MC22_A1700,MC19_RM005,MC19_F0100,1
MC22_A1708,MC19_RM032,MC19_F0539,1
MC22_A1716,MC19_M0899,MC19_F0138,1
MC22_A1724,MC19_M0600,MC19_F0029,1
MC22_A1732,MC19_M0271,MC19_F0922,1
MC22_A1740,MC19_RM005,MC19_F0100,1
MC22_A1748,MC19_M0076,MC19_F0240,1
MC22_A1756,MC19_RM078,MC19_F0536,1
MC22_A1764,MC19_M0564,MC19_F0149,1
MC22_A1677,*,MC19_F0977,0.96
MC22_A1677,*,MC19_F0972,0.04
MC22_A1685,MC19_M0508,MC19_F0308,1
MC22_A1693,MC19_M0173,MC19_F0912,1
MC22_A1701,*,#,1
MC22_A1709,MC19_M0162,MC19_F0177,1
MC22_A1717,MC19_M0508,MC19_F0308,1
MC22_A1725,*,MC19_F0347,1
MC22_A1733,MC19_RM016,MC19_F0138,1
MC22_A1741,MC19_RM021,MC19_F0029,1
MC22_A1749,MC19_M0672,MC19_F0075,1
MC22_A1757,MC19_RM097,MC19_F0980,1
MC22_A1765,MC19_RM115,#,1
MC22_A1678,MC19_RM085,MC19_F0326,1
MC22_A1686,MC19_M0056,MC19_F0977,1
MC22_A1694,MC19_M0087,MC19_F0425,1
MC22_A1702,*,MC19_F0957,1
MC22_A1710,MC19_M0128,MC19_F0372,1
MC22_A1718,MC19_M0094,MC19_F0903,1
MC22_A1726,MC19_RM001,MC19_F0992,1
MC22_A1734,MC19_M0330,MC19_F0451,1
MC22_A1742,MC19_M0034,MC19_F0892,1
MC22_A1750,MC19_M0319,MC19_F0989,1
MC22_A1758,MC19_RM024,MC19_F0587,1
MC22_A1766,MC19_RM034,#,1
MC22_A1679,MC19_RM017,MC19_F0988,1
MC22_A1687,MC19_M0891,MC19_F0106,1
MC22_A1695,MC19_M0556,MC19_F0935,1
MC22_A1703,*,#,1
MC22_A1711,MC19_M0682,MC19_F0980,1
MC22_A1719,MC19_M0015,MC19_F0888,1
MC22_A1727,MC19_RM037,MC19_F0995,1
MC22_A1735,MC19_M0128,MC19_F0372,1
MC22_A1743,MC19_RM115,#,1
MC22_A1751,MC19_M0015,MC19_F0888,1
MC22_A1759,*,#,1
MC22_A1767,MC19_M0355,MC19_F0402,1
MC22_A1680,MC19_M0319,MC19_F0989,1
MC22_A1688,MC19_M0068,MC19_F0390,1
MC22_A1696,MC19_RM003,MC19_F0578,1
MC22_A1704,*,#,1
MC22_A1712,MC19_M0408,MC19_F0485,1
MC22_A1720,MC19_RM007,MC19_F0106,1
MC22_A1728,MC19_M0313,MC19_F0539,1
MC22_A1736,MC19_M0128,MC19_F0372,1
MC22_A1744,MC19_RM058,MC19_F0243,1
MC22_A1752,MC19_M0569,MC19_F0595,1
MC22_A1760,MC19_RM012,#,1
MC22_A1768,*,MC19_F0347,1
MC22_A1769,*,MC19_F0472,1
