OffspringID,InferredDad,InferredMum,Probability
MC23_A2652,*,#,1
MC23_A2660,MC20_M0705,MC20_F0803,1
MC23_A2668,*,#,1
MC23_A2676,*,#,1
MC23_A2684,*,#,1
MC23_A2597,*,#,1
MC23_A2605,MC20_M0606,MC20_F0721,1
MC23_A2613,*,#,1
MC23_A2621,MC20_M0606,MC20_F0721,1
MC23_A2629,*,#,1
MC23_A2637,MC20_M0786,MC20_F0724,1
MC23_A2645,MC20_RM017,MC20_F1040,1
MC23_A2653,MC20_M0703,MC20_F1124,1
MC23_A2661,*,#,1
MC23_A2669,MC20_RM058,#,1
MC23_A2677,*,#,1
MC23_A2685,MC20_M1057,MC20_F0628,1
MC23_A2598,MC20_M0604,MC20_F0624,1
MC23_A2606,MC20_M0782,MC20_F0621,1
MC23_A2614,MC20_M0722,MC20_F0776,1
MC23_A2622,*,#,1
MC23_A2630,*,#,1
MC23_A2638,MC20_M0808,MC20_F0637,1
MC23_A2646,MC20_M1055,MC20_F1081,1
MC23_A2654,MC20_M1048,MC20_F0710,1
MC23_A2662,*,MC20_LF002,1
MC23_A2670,MC20_M0722,MC20_F0776,1
MC23_A2678,MC20_M0722,MC20_F0776,1
MC23_A2686,MC20_RM038,MC20_F0637,1
MC23_A2599,MC20_RM013,MC20_F0802,1
MC23_A2607,MC20_RM036,MC20_F1097,1
MC23_A2615,*,#,1
MC23_A2623,*,#,1
MC23_A2631,MC20_RM073,#,1
MC23_A2639,MC20_RM032,MC20_F0645,1
MC23_A2647,MC20_M1134,MC20_F0642,1
MC23_A2655,*,#,1
MC23_A2663,*,#,1
MC23_A2671,*,#,1
MC23_A2679,*,#,1
MC23_A2687,*,#,1
MC23_A2600,MC20_M0606,MC20_F0721,1
MC23_A2608,MC20_RM002,MC20_F1193,1
MC23_A2616,MC20_RM060,MC20_F1030,1
MC23_A2624,MC20_RM055,MC20_F0721,1
MC23_A2632,MC20_RM035,MC20_F1115,1
MC23_A2640,MC20_M1096,MC20_F1117,1
MC23_A2648,*,#,1
MC23_A2656,MC20_RM058,#,1
MC23_A2664,*,#,1
MC23_A2672,MC20_M0627,MC20_F0741,1
MC23_A2680,MC20_RM033,MC20_F0638,1
MC23_A2688,*,#,1
MC23_A2689,MC20_RM027,MC20_F1108,1
MC23_A2697,*,MC20_F0807,1
MC23_A2705,MC20_M1134,MC20_F0642,1
MC23_A2713,*,#,1
MC23_A2721,MC20_M1163,MC20_F0791,1
MC23_A2729,*,#,1
MC23_A2737,MC20_M1052,MC20_F0802,1
MC23_A2745,*,#,1
MC23_A2753,MC20_M1035,MC20_F1095,1
MC23_A2761,*,#,1
MC23_A2769,*,#,1
MC23_A2777,*,MC20_F0742,1
MC23_A2698,*,MC20_F0745,1
MC23_A2706,MC20_M0722,MC20_F0776,1
MC23_A2714,MC20_RM011,MC20_F1095,1
MC23_A2722,MC20_RM052,MC20_F0628,1
MC23_A2730,MC20_M1134,MC20_F0642,1
MC23_A2738,*,#,1
MC23_A2746,MC20_RM021,MC20_F0822,1
MC23_A2754,*,MC20_F1118,1
MC23_A2762,*,MC20_F1042,1
MC23_A2770,*,MC20_F0776,1
MC23_A2778,*,#,1
MC23_A2691,*,#,1
MC23_A2699,*,#,1
MC23_A2707,MC20_M1032,MC20_F1097,1
MC23_A2715,MC20_RM040,MC20_F1121,1
MC23_A2723,MC20_RM065,MC20_F1118,1
MC23_A2731,MC20_M0604,MC20_F0624,1
MC23_A2739,*,#,1
MC23_A2747,MC20_RM038,MC20_F0637,1
MC23_A2755,MC20_M1119,MC20_F0821,1
MC23_A2763,*,#,1
MC23_A2771,MC20_M0800,MC20_F0611,1
MC23_A2779,MC20_M1174,MC20_F1193,1
MC23_A2692,*,MC20_F1193,1
MC23_A2700,*,#,1
MC23_A2708,MC20_M1052,MC20_F0802,1
MC23_A2716,MC20_M1055,MC20_F1081,1
MC23_A2724,MC20_M1134,MC20_F0642,1
MC23_A2732,MC20_M0606,MC20_F0721,1
MC23_A2740,MC20_M1098,MC20_F1121,1
MC23_A2748,MC20_RM006,MC20_F1102,1
MC23_A2756,*,MC20_F1118,1
MC23_A2764,*,#,1
MC23_A2772,*,#,1
MC23_A2780,MC20_RM013,MC20_F0802,1
MC23_A2693,MC20_RM031,MC20_F0741,1
MC23_A2701,MC20_M1055,MC20_F1081,1
MC23_A2709,MC20_M1052,MC20_F0802,1
MC23_A2717,*,#,1
MC23_A2725,MC20_RM005,MC20_F1133,1
MC23_A2733,*,#,1
MC23_A2741,*,MC20_F0626,1
MC23_A2749,MC20_M1174,MC20_F1193,1
MC23_A2757,MC20_M1052,MC20_F0802,1
MC23_A2765,MC20_M0808,MC20_F0637,1
MC23_A2773,*,#,1
MC23_A2781,MC20_RM032,MC20_F0645,1
MC23_A2694,*,#,1
MC23_A2702,*,#,1
MC23_A2710,*,#,1
MC23_A2718,*,#,1
MC23_A2726,*,#,1
MC23_A2734,*,#,1
MC23_A2742,MC20_RM017,MC20_F1040,1
MC23_A2750,MC20_RM001,MC20_F0801,1
MC23_A2758,MC20_M1086,MC20_F0603,1
MC23_A2766,MC20_RM046,MC20_F0642,1
MC23_A2774,MC20_RM054,MC20_F0611,1
MC23_A2782,MC20_M0627,MC20_F0741,1
MC23_A2695,MC20_RM004,MC20_F0806,1
MC23_A2703,MC20_RM060,MC20_F1030,1
MC23_A2711,*,#,1
MC23_A2719,*,#,1
MC23_A2727,*,#,1
MC23_A2735,*,#,1
MC23_A2743,*,#,1
MC23_A2751,MC20_M0705,MC20_F0803,1
MC23_A2759,MC20_RM056,MC20_F0776,1
MC23_A2767,*,#,1
MC23_A2775,MC20_M1055,MC20_F1081,1
MC23_A2783,MC20_RM067,MC20_F0807,1
MC23_A2696,*,#,1
MC23_A2704,MC20_M0770,MC20_F0635,1
MC23_A2712,*,#,1
MC23_A2720,MC20_M1057,MC20_F0628,1
MC23_A2728,MC20_M0770,MC20_F0635,1
MC23_A2736,MC20_RM045,MC20_F1079,1
MC23_A2744,MC20_M0604,MC20_F0624,1
MC23_A2752,MC20_RM052,MC20_F0628,1
MC23_A2760,*,#,1
MC23_A2768,MC20_M0786,MC20_F0724,1
MC23_A2776,*,#,1
MC23_A2784,*,#,1
MC23_A2785,*,#,1
MC23_A2793,MC20_RM042,MC20_F1124,1
MC23_A2801,MC20_RM017,MC20_F1040,1
MC23_A2809,MC20_RM056,MC20_F0776,1
MC23_A2817,MC20_RM017,MC20_F1040,1
MC23_A2825,MC20_M0606,MC20_F0721,1
MC23_A2833,*,MC20_F1118,1
MC23_A2841,*,#,1
MC23_A2849,*,#,1
MC23_A2857,MC20_M0734,MC20_F0745,1
MC23_A2865,*,#,1
MC23_A2873,*,#,1
MC23_A2786,MC20_RM023,MC20_F0745,1
MC23_A2802,MC20_RM024,#,1
MC23_A2810,MC20_M0703,MC20_F1124,1
MC23_A2818,*,#,1
MC23_A2826,MC20_RM017,MC20_F1040,1
MC23_A2834,*,#,1
MC23_A2842,MC20_RM073,#,1
MC23_A2850,MC20_RM037,MC20_F1173,1
MC23_A2858,MC20_RM054,MC20_F0611,1
MC23_A2866,MC20_M0722,MC20_F0776,1
MC23_A2874,*,#,1
MC23_A2787,*,#,1
MC23_A2795,*,#,1
MC23_A2803,MC20_M0623,MC20_F1173,1
MC23_A2811,*,#,1
MC23_A2819,*,#,1
MC23_A2827,MC20_M1056,MC20_F1089,1
MC23_A2835,MC20_RM066,MC20_F0817,1
MC23_A2843,MC20_M1125,MC20_F1133,1
MC23_A2859,*,#,1
MC23_A2867,MC20_RM079,MC20_F0621,1
MC23_A2875,*,#,1
MC23_A2788,MC20_RM066,MC20_F0817,1
MC23_A2796,MC20_RM005,MC20_F1133,1
MC23_A2812,MC20_M0706,MC20_F1030,1
MC23_A2820,*,#,1
MC23_A2828,MC20_RM067,MC20_F0807,1
MC23_A2836,*,MC20_F1118,1
MC23_A2844,MC20_M0740,MC20_F1109,1
MC23_A2852,*,#,1
MC23_A2860,*,#,1
MC23_A2868,MC20_RM012,MC20_F1157,1
MC23_A2876,MC20_M0705,MC20_F0803,1
MC23_A2789,MC20_M0770,MC20_F0635,1
MC23_A2797,*,#,1
MC23_A2805,MC20_M1182,MC20_F0822,1
MC23_A2813,MC20_M1192,MC20_F1108,1
MC23_A2821,MC20_RM055,MC20_F0721,1
MC23_A2829,MC20_RM002,MC20_F1193,1
MC23_A2837,*,#,1
MC23_A2845,MC20_RM033,MC20_F0638,1
MC23_A2853,MC20_RM056,MC20_F0776,1
MC23_A2861,MC20_RM023,MC20_F0745,1
MC23_A2869,MC20_M1049,MC20_F1042,1
MC23_A2877,*,#,1
MC23_A2790,MC20_M0706,MC20_F1030,1
MC23_A2798,MC20_M0606,MC20_F0721,1
MC23_A2806,*,#,1
MC23_A2814,*,#,1
MC23_A2822,MC20_RM009,MC20_F1089,1
MC23_A2830,*,MC20_F0807,1
MC23_A2838,*,#,1
MC23_A2846,*,#,1
MC23_A2854,MC20_M1134,MC20_F0642,1
MC23_A2862,MC20_M0606,MC20_F0721,1
MC23_A2870,*,#,1
MC23_A2878,*,#,1
MC23_A2791,MC20_RM032,MC20_F0645,1
MC23_A2799,MC20_RM004,MC20_F0806,1
MC23_A2807,MC20_RM016,MC20_F1117,1
MC23_A2815,MC20_RM021,MC20_F0822,1
MC23_A2823,MC20_M0703,MC20_F1124,1
MC23_A2831,*,#,1
MC23_A2839,MC20_M0604,MC20_F0624,1
MC23_A2847,MC20_M0606,MC20_F0721,1
MC23_A2855,MC20_M0619,MC20_F0817,1
MC23_A2863,MC20_M0788,MC20_F0638,1
MC23_A2871,MC20_M1192,MC20_F1108,1
MC23_A2879,*,#,1
MC23_A2792,*,#,1
MC23_A2800,MC20_M0623,MC20_F1173,1
MC23_A2808,MC20_M1049,MC20_F1042,1
MC23_A2816,MC20_RM017,MC20_F1040,1
MC23_A2824,*,#,1
MC23_A2832,MC20_RM048,MC20_F1162,1
MC23_A2840,*,#,1
MC23_A2848,MC20_M1049,MC20_F1042,1
MC23_A2856,MC20_M1195,MC20_F1040,1
MC23_A2864,MC20_RM054,MC20_F0611,1
MC23_A2872,MC20_M1125,MC20_F1133,1
MC23_A2880,*,#,1
MC23_A2881,*,MC20_F1042,1
MC23_A2889,MC20_M0705,MC20_F0803,1
MC23_A2897,*,MC20_F1042,1
MC23_A2913,MC20_M1098,MC20_F1121,1
MC23_A2921,*,#,1
MC23_A2929,*,#,1
MC23_A2937,MC20_M0734,MC20_F0745,1
MC23_A2945,*,#,1
MC23_A2953,MC20_M1052,MC20_F0802,1
MC23_A2969,*,#,1
MC23_A2882,MC20_M1170,MC20_F0645,1
MC23_A2890,*,#,1
MC23_A2898,*,MC20_F1042,1
MC23_A2906,*,#,1
MC23_A2914,MC20_M0706,MC20_F1030,1
MC23_A2922,MC20_M1057,MC20_F0628,1
MC23_A2930,*,#,1
MC23_A2938,*,#,1
MC23_A2946,*,#,1
MC23_A2954,*,#,1
MC23_A2962,MC20_RM009,MC20_F1089,1
MC23_A2970,*,#,1
MC23_A2883,*,#,1
MC23_A2891,MC20_RM027,MC20_F1108,1
MC23_A2899,MC20_RM042,MC20_F1124,1
MC23_A2907,*,#,1
MC23_A2915,*,#,1
MC23_A2923,MC20_RM011,MC20_F1095,1
MC23_A2931,MC20_RM063,MC20_F0739,1
MC23_A2939,*,MC20_F1042,1
MC23_A2947,*,#,1
MC23_A2955,MC20_RM063,MC20_F0739,1
MC23_A2963,*,#,1
MC23_A2971,MC20_RM017,MC20_F1040,1
MC23_A2884,*,#,1
MC23_A2892,*,#,1
MC23_A2900,*,#,1
MC23_A2908,MC20_M0740,MC20_F1109,1
MC23_A2916,MC20_M0606,MC20_F0721,1
MC23_A2924,MC20_M0792,MC20_F1079,1
MC23_A2932,MC20_M1152,MC20_F0823,1
MC23_A2940,*,#,1
MC23_A2948,*,#,1
MC23_A2956,MC20_M0604,MC20_F0624,1
MC23_A2964,MC20_M1032,MC20_F1097,1
MC23_J0001,MC21_M2484,MC21_F2375,1
MC23_A2885,MC20_M1098,MC20_F1121,1
MC23_A2893,MC20_M0604,MC20_F0624,1
MC23_A2901,*,#,1
MC23_A2909,*,#,1
MC23_A2917,*,#,1
MC23_A2925,MC20_M1056,MC20_F1089,1
MC23_A2933,*,#,1
MC23_A2941,*,#,1
MC23_A2949,*,#,1
MC23_A2957,*,#,1
MC23_A2965,*,#,1
MC23_J0002,MC21_M2836,MC21_F2369,1
MC23_A2886,MC20_M0606,MC20_F0721,1
MC23_A2894,MC20_RM028,MC20_F0791,1
MC23_A2902,MC20_RM002,MC20_F1193,1
MC23_A2918,*,#,1
MC23_A2926,MC20_M0708,MC20_F1115,1
MC23_A2934,MC20_M0606,MC20_F0721,1
MC23_A2942,MC20_M0808,MC20_F0637,1
MC23_A2950,MC20_RM036,MC20_F1097,1
MC23_A2958,MC20_RM054,MC20_F0611,1
MC23_A2966,MC20_RM065,MC20_F1118,1
MC23_J0003,MC21_RM035,MC21_F2414,1
MC23_A2887,*,#,1
MC23_A2895,*,#,1
MC23_A2903,MC20_RM009,MC20_F1089,1
MC23_A2911,MC20_M0804,MC20_F0626,1
MC23_A2919,MC20_M1192,MC20_F1108,1
MC23_A2927,MC20_M0788,MC20_F0638,1
MC23_A2935,*,#,1
MC23_A2943,*,#,1
MC23_A2951,MC20_RM001,MC20_F0801,1
MC23_A2959,MC20_M0619,MC20_F0817,1
MC23_A2967,*,#,1
MC23_J0004,MC21_RM023,MC21_F2411,1
MC23_A2888,MC20_M0786,MC20_F0724,1
MC23_A2896,*,#,1
MC23_A2904,*,#,1
MC23_A2912,MC20_RM074,MC20_F0823,1
MC23_A2920,*,#,1
MC23_A2928,MC20_M0800,MC20_F0611,1
MC23_A2936,*,#,1
MC23_A2944,MC20_RM012,MC20_F1157,1
MC23_A2952,MC20_RM021,MC20_F0822,1
MC23_A2960,MC20_M1032,MC20_F1097,1
MC23_A2968,MC20_M0705,MC20_F0803,1
MC23_J0005,MC21_RM036,MC21_F2365,1
MC23_J0006,MC21_RM029,MC21_F2498,1
MC23_J0014,MC21_RM016,MC21_F2347,1
MC23_J0022,MC21_M2895,MC21_F2393,1
MC23_J0030,MC21_M2445,MC21_F2423,1
MC23_J0038,MC21_RM036,MC21_F2365,1
MC23_J0054,MC21_RM092,MC21_F2430,1
MC23_J0062,MC21_RM001,MC21_F2375,1
MC23_J0070,MC21_M2485,MC21_F2916,1
MC23_J0086,MC21_M2917,MC21_F2451,1
MC23_J0094,MC21_M2477,MC21_F2333,1
MC23_J0007,MC21_RM095,MC21_F2461,1
MC23_J0015,MC21_M2910,MC21_F2380,1
MC23_J0023,MC21_RM001,MC21_F2375,1
MC23_J0031,MC21_RM035,MC21_F2414,1
MC23_J0039,MC21_RM036,MC21_F2365,1
MC23_J0047,MC21_RM057,MC21_F2333,1
MC23_J0055,MC21_RM091,MC21_F2382,1
MC23_J0063,MC21_M2349,MC21_F2416,1
MC23_J0071,MC21_M2615,MC21_F2418,1
MC23_J0087,MC21_RM050,MC21_F2454,1
MC23_J0095,MC21_RM010,MC21_F2370,1
MC23_J0008,*,MC21_F2435,1
MC23_J0016,MC21_M2978,MC21_F2461,1
MC23_J0024,MC21_M2995,MC21_F2472,1
MC23_J0032,MC21_M2864,MC21_F2863,1
MC23_J0040,MC21_RM079,MC21_F2857,1
MC23_J0048,MC21_RM098,MC21_F2418,1
MC23_J0056,MC21_RM103,MC21_F2327,1
MC23_J0064,MC21_RM057,MC21_F2333,1
MC23_J0080,MC21_RM095,MC21_F2461,1
MC23_J0088,MC21_M2920,MC21_F2413,1
MC23_J0096,MC21_RM057,MC21_F2333,1
MC23_J0009,*,MC21_F2435,1
MC23_J0017,MC21_M2615,MC21_F2418,1
MC23_J0025,MC21_RM050,MC21_F2454,1
MC23_J0033,MC21_M2439,MC21_F2430,1
MC23_J0041,MC21_M2835,MC21_F2365,1
MC23_J0057,MC21_M2360,MC21_F2871,1
MC23_J0065,MC21_M2852,MC21_F2358,1
MC23_J0073,*,MC21_F2857,1
MC23_J0081,MC21_RM095,MC21_F2461,1
MC23_J0089,MC21_RM007,MC21_F2426,1
MC23_J0097,MC21_RM057,MC21_F2333,1
MC23_J0010,MC21_M2485,MC21_F2916,1
MC23_J0018,MC21_M2909,MC21_F2475,1
MC23_J0026,MC21_M2439,MC21_F2430,1
MC23_J0034,MC21_RM073,MC21_F2396,1
MC23_J0042,MC21_M2984,MC21_F2855,1
MC23_J0050,MC21_M2446,MC21_F2450,1
MC23_J0058,MC21_RM009,MC21_F2450,1
MC23_J0066,MC21_M2484,MC21_F2375,1
MC23_J0074,MC21_M2446,MC21_F2450,1
MC23_J0090,MC21_RM009,MC21_F2450,1
MC23_J0098,MC21_RM089,MC21_F2873,1
MC23_J0011,MC21_RM098,MC21_F2418,1
MC23_J0019,MC21_M2984,MC21_F2855,1
MC23_J0027,MC21_RM079,MC21_F2857,1
MC23_J0035,MC21_RM035,MC21_F2414,1
MC23_J0043,MC21_RM024,MC21_F2874,1
MC23_J0051,MC21_M2360,MC21_F2871,1
MC23_J0059,MC21_M2427,MC21_F2347,1
MC23_J0067,MC21_RM092,MC21_F2430,1
MC23_J0075,MC21_RM024,MC21_F2874,1
MC23_J0083,MC21_RM015,MC21_F2883,1
MC23_J0091,MC21_RM007,MC21_F2426,1
MC23_J0099,MC21_RM079,MC21_F2857,1
MC23_J0020,MC21_M2457,MC21_F2370,1
MC23_J0028,*,#,1
MC23_J0036,MC21_M2439,MC21_F2430,1
MC23_J0044,MC21_M2852,MC21_F2358,1
MC23_J0052,MC21_M2384,MC21_F2873,1
MC23_J0060,MC21_RM092,MC21_F2430,1
MC23_J0068,MC21_M2884,MC21_F2383,1
MC23_J0076,MC21_RM042,MC21_F2875,1
MC23_J0084,*,#,0.6649
MC23_J0084,*,MC21_F2462,0.2272
MC23_J0084,*,MC21_F2489,0.1078
MC23_J0092,MC21_RM037,MC21_F2423,1
MC23_J0100,MC21_M2984,MC21_F2855,1
MC23_J0013,MC21_M2391,MC21_F2422,1
MC23_J0029,MC21_RM074,MC21_F2489,1
MC23_J0037,MC21_RM095,MC21_F2461,1
MC23_J0045,MC21_M2984,MC21_F2855,1
MC23_J0053,MC21_M2909,MC21_F2475,1
MC23_J0061,MC21_RM033,MC21_F2468,1
MC23_J0069,MC21_RM077,MC21_F2451,1
MC23_J0077,MC21_M2895,MC21_F2393,1
MC23_J0085,MC21_RM057,MC21_F2333,1
MC23_J0093,MC21_RM036,MC21_F2365,1
MC23_J0101,MC21_M2482,MC21_F2327,1
MC23_J0102,MC21_RM092,MC21_F2430,1
MC23_J0118,MC21_RM035,MC21_F2414,1
MC23_J0126,MC21_M2446,MC21_F2450,1
MC23_J0134,MC21_RM039,MC21_F2334,1
MC23_J0142,MC21_RM092,MC21_F2430,1
MC23_J0150,MC21_RM047,MC21_F2374,1
MC23_J0158,MC21_M2984,MC21_F2855,1
MC23_J0166,MC21_M2439,MC21_F2430,1
MC23_J0174,MC21_RM035,MC21_F2414,1
MC23_J0182,MC21_M2984,MC21_F2855,1
MC23_J0190,MC21_M2336,MC21_F2411,1
MC23_J0103,MC21_RM037,MC21_F2423,1
MC23_J0111,MC21_M2453,MC21_F2918,1
MC23_J0119,MC21_M2473,MC21_F2394,1
MC23_J0127,MC21_M2438,MC21_F2448,1
MC23_J0135,MC21_RM025,MC21_F2914,1
MC23_J0143,MC21_RM040,MC21_F2404,1
MC23_J0159,MC21_M2915,MC21_F2410,1
MC23_J0167,MC21_M2913,MC21_F2359,1
MC23_J0175,MC21_RM039,MC21_F2334,1
MC23_J0183,MC21_M2384,MC21_F2873,1
MC23_J0191,MC21_RM079,MC21_F2857,1
MC23_J0104,MC21_M2477,MC21_F2333,1
MC23_J0112,MC21_M2477,MC21_F2333,1
MC23_J0120,MC21_RM011,MC21_F2863,1
MC23_J0136,MC21_RM024,MC21_F2874,1
MC23_J0144,MC21_RM079,MC21_F2857,1
MC23_J0152,MC21_M2381,MC21_F2356,1
MC23_J0160,MC21_M2389,MC21_F2385,1
MC23_J0168,MC21_M2852,MC21_F2358,1
MC23_J0184,MC21_RM042,MC21_F2875,1
MC23_J0192,MC21_RM090,MC21_F2448,1
MC23_J0105,MC21_RM095,MC21_F2461,1
MC23_J0113,MC21_RM086,MC21_F2470,1
MC23_J0129,MC21_M2446,MC21_F2450,1
MC23_J0137,MC21_RM070,MC21_F2902,1
MC23_J0145,MC21_RM011,MC21_F2863,1
MC23_J0153,MC21_RM098,MC21_F2418,1
MC23_J0161,MC21_RM037,MC21_F2423,1
MC23_J0169,MC21_M2446,MC21_F2450,1
MC23_J0177,MC21_M2987,MC21_F2386,1
MC23_J0185,MC21_RM028,MC21_F2410,0.9995
MC23_J0193,MC21_RM028,MC21_F2410,1
MC23_J0106,MC21_RM007,MC21_F2426,1
MC23_J0114,MC21_M2439,MC21_F2430,1
MC23_J0122,MC21_M2477,MC21_F2333,1
MC23_J0130,MC21_M2835,MC21_F2365,1
MC23_J0138,MC21_M2484,MC21_F2375,1
MC23_J0146,MC21_RM092,MC21_F2430,1
MC23_J0154,MC21_RM069,MC21_F2449,1
MC23_J0162,MC21_RM024,MC21_F2874,1
MC23_J0170,MC21_M2984,MC21_F2855,1
MC23_J0178,MC21_RM007,MC21_F2426,1
MC23_J0186,MC21_RM096,MC21_F2353,1
MC23_J0194,MC21_RM035,MC21_F2414,1
MC23_J0107,MC21_RM037,MC21_F2423,1
MC23_J0115,MC21_M2390,MC21_F2498,1
MC23_J0123,*,#,1
MC23_J0131,MC21_RM095,MC21_F2461,1
MC23_J0139,MC21_M2862,MC21_F2426,1
MC23_J0147,MC21_RM095,MC21_F2461,1
MC23_J0155,MC21_RM050,MC21_F2454,1
MC23_J0163,*,#,1
MC23_J0171,MC21_M2464,MC21_F2357,1
MC23_J0179,MC21_M2452,MC21_F2883,1
MC23_J0187,MC21_RM079,MC21_F2857,1
MC23_J0195,MC21_M2917,MC21_F2451,1
MC23_J0108,MC21_RM037,MC21_F2423,1
MC23_J0116,MC21_M2384,MC21_F2873,1
MC23_J0124,MC21_RM073,MC21_F2396,1
MC23_J0132,MC21_M2473,MC21_F2394,1
MC23_J0140,MC21_M2834,MC21_F2857,1
MC23_J0148,MC21_RM007,MC21_F2426,1
MC23_J0156,MC21_RM068,MC21_F2869,1
MC23_J0164,*,MC21_F2413,1
MC23_J0172,MC21_RM079,MC21_F2857,1
MC23_J0180,MC21_RM089,MC21_F2873,1
MC23_J0188,MC21_M2912,MC21_F2905,1
MC23_J0196,*,#,1
MC23_J0109,*,#,1
MC23_J0117,MC21_RM001,MC21_F2375,1
MC23_J0125,MC21_RM079,MC21_F2857,1
MC23_J0133,MC21_M2341,MC21_F2397,1
MC23_J0141,*,#,1
MC23_J0149,MC21_RM035,MC21_F2414,1
MC23_J0157,MC21_M2477,MC21_F2333,1
MC23_J0165,MC21_M2453,MC21_F2918,1
MC23_J0173,MC21_M2984,MC21_F2855,1
MC23_J0181,MC21_M2852,MC21_F2358,1
MC23_J0189,MC21_RM103,MC21_F2327,1
MC23_J0197,MC21_M2917,MC21_F2451,1
MC23_J0486,MC21_RM095,MC21_F2461,1
MC23_J0494,MC21_RM015,MC21_F2883,1
MC23_J0502,MC21_RM011,MC21_F2863,1
MC23_J0510,MC21_M2477,MC21_F2333,1
MC23_J0518,MC21_RM038,MC21_F2386,1
MC23_J0526,MC21_RM103,MC21_F2327,1
MC23_J0534,MC21_M2994,MC21_F2874,1
MC23_J0542,MC21_RM007,MC21_F2426,1
MC23_J0550,MC21_M2908,MC21_F2875,1
MC23_J0558,*,#,0.8596
MC23_J0558,MC21_RM047,MC21_F2374,0.1404
MC23_J0566,MC21_M2984,MC21_F2855,1
MC23_J0574,MC21_RM036,MC21_F2365,1
MC23_J0495,MC21_RM098,MC21_F2418,1
MC23_J0503,MC21_M2439,MC21_F2430,1
MC23_J0511,MC21_RM023,MC21_F2411,1
MC23_J0519,MC21_RM007,MC21_F2426,1
MC23_J0527,MC21_RM041,MC21_F2326,1
MC23_J0535,MC21_M2910,MC21_F2380,1
MC23_J0543,MC21_RM057,MC21_F2333,1
MC23_J0551,MC21_RM104,MC21_F2855,1
MC23_J0559,MC21_M2390,MC21_F2498,1
MC23_J0567,MC21_RM017,MC21_F2867,1
MC23_J0575,MC21_M2913,MC21_F2359,1
MC23_J0496,MC21_RM041,MC21_F2326,1
MC23_J0504,MC21_RM095,MC21_F2461,1
MC23_J0512,MC21_RM104,MC21_F2855,1
MC23_J0520,MC21_RM028,MC21_F2410,1
MC23_J0528,MC21_M2978,MC21_F2461,1
MC23_J0536,MC21_RM057,MC21_F2333,1
MC23_J0544,MC21_M2835,MC21_F2365,1
MC23_J0552,MC21_RM007,MC21_F2426,1
MC23_J0560,MC21_M2997,MC21_F2914,1
MC23_J0568,MC21_M2446,MC21_F2450,1
MC23_J0576,MC21_RM012,MC21_F2416,1
MC23_J0489,MC21_RM057,MC21_F2333,1
MC23_J0497,MC21_M2482,MC21_F2327,1
MC23_J0505,MC21_M2427,MC21_F2347,1
MC23_J0513,MC21_RM052,MC21_F2351,1
MC23_J0521,MC21_RM059,MC21_F2358,1
MC23_J0529,MC21_RM052,MC21_F2351,1
MC23_J0537,MC21_M2439,MC21_F2430,1
MC23_J0553,MC21_M2477,MC21_F2333,1
MC23_J0569,*,MC21_F2435,1
MC23_J0577,MC21_M2464,MC21_F2357,1
MC23_J0490,MC21_M2835,MC21_F2365,1
MC23_J0498,MC21_RM007,MC21_F2426,1
MC23_J0506,MC21_RM020,MC21_F2388,1
MC23_J0514,MC21_RM098,MC21_F2418,1
MC23_J0522,*,MC21_F2435,1
MC23_J0530,MC21_M2978,MC21_F2461,1
MC23_J0538,MC21_RM001,MC21_F2375,1
MC23_J0546,MC21_RM014,MC21_F2343,1
MC23_J0554,MC21_RM072,MC21_F2379,1
MC23_J0562,MC21_RM078,MC21_F2380,1
MC23_J0570,MC21_M2485,MC21_F2916,1
MC23_J0578,MC21_RM016,MC21_F2347,1
MC23_J0491,MC21_RM105,MC21_F2422,1
MC23_J0499,MC21_RM090,MC21_F2448,1
MC23_J0507,MC21_M2445,MC21_F2423,1
MC23_J0515,MC21_RM088,MC21_F2916,1
MC23_J0523,MC21_RM057,MC21_F2333,1
MC23_J0531,MC21_RM023,MC21_F2411,1
MC23_J0539,MC21_M2391,MC21_F2422,1
MC23_J0547,MC21_RM012,MC21_F2416,1
MC23_J0555,MC21_M2485,MC21_F2916,1
MC23_J0563,MC21_RM106,#,1
MC23_J0571,MC21_RM077,MC21_F2451,1
MC23_J0579,MC21_RM047,MC21_F2374,1
MC23_J0492,MC21_M2909,MC21_F2475,1
MC23_J0500,MC21_M2485,MC21_F2916,1
MC23_J0508,MC21_M2997,MC21_F2914,1
MC23_J0516,MC21_M2910,MC21_F2380,1
MC23_J0524,MC21_M2862,MC21_F2426,1
MC23_J0532,MC21_M2913,MC21_F2359,1
MC23_J0540,MC21_M2439,MC21_F2430,1
MC23_J0548,MC21_RM079,MC21_F2857,1
MC23_J0556,MC21_RM001,MC21_F2375,1
MC23_J0564,MC21_RM012,MC21_F2416,1
MC23_J0572,MC21_RM079,MC21_F2857,1
MC23_J0580,MC21_RM009,MC21_F2450,1
MC23_J0493,*,#,1
MC23_J0501,MC21_RM075,MC21_F2905,1
MC23_J0509,MC21_M2439,MC21_F2430,1
MC23_J0517,MC21_RM079,MC21_F2857,1
MC23_J0525,MC21_M2427,MC21_F2347,1
MC23_J0533,MC21_RM101,MC21_F2385,1
MC23_J0541,MC21_M2920,MC21_F2413,1
MC23_J0549,*,#,1
MC23_J0557,MC21_RM038,MC21_F2386,1
MC23_J0565,MC21_RM015,MC21_F2883,1
